order_id,date,customer_name,city,product,quantity,price
1112,2024-09-23,Fatima,Multan,Printer,1,2000.0
1113,2024-02-03,Hamza,Multan,Monitor,4,8000.0
1114,2024-01-24,Hamza,Faisalabad,Mouse,4,120000.0
1115,2025-01-08,Hina,Multan,Headphones,2,8000.0
1116,2024-05-20,Hina,Islamabad,Headphones,3,5000.0
1117,2024-05-05,Hina,Multan,Laptop,5,8000.0
1118,2024-07-11,Sara,Islamabad,Printer,2,2000.0
1119,2024-07-01,Bilal,Rawalpindi,Printer,2,5000.0
1120,2024-06-21,Sara,Faisalabad,Keyboard,1,120000.0
1121,2024-04-26,Ahmed,Multan,Laptop,1,2000.0
1122,2024-11-04,Zain,Karachi,Mouse,3,5000.0
1123,2024-09-26,Fatima,Rawalpindi,Printer,2,5000.0
1124,2024-10-20,Ali,Lahore,Headphones,2,8000.0
1125,2024-02-21,Ali,Islamabad,Monitor,3,2000.0
1126,2024-10-27,Sara,Islamabad,Headphones,2,2000.0
1127,2025-01-12,Ahmed,Faisalabad,Headphones,5,120000.0
1128,2024-10-13,Sara ,Multan,Monitor,2,120000.0
1129,2025-01-02,Zain,Multan,Printer,3,8000.0
1130,2024-12-18,Ayesha,Lahore,Monitor,4,45000.0
1131,2024-02-20,Ayesha,Multan,Monitor,1,2000.0
1132,2024-02-24,Zain,Karachi,Keyboard,3,8000.0
1133,2024-11-15,Hina,Rawalpindi,Laptop,2,2000.0
1134,2024-10-15,Sara ,Multan,Monitor,2,45000.0
1135,2024-10-21,Ayesha,Multan,Keyboard,1,15000.0
1136,2024-09-05,Hamza,Multan,Monitor,4,8000.0
1137,2024-01-28,Fatima,Lahore,Mouse,1,5000.0
1138,2024-07-05,Hina,Islamabad,Keyboard,4,8000.0
1139,2024-11-23,Ayesha,Lahore,Laptop,1,45000.0
1140,2024-10-23,Sara,Rawalpindi,Headphones,4,120000.0
1141,2024-01-25,Bilal,Multan,Laptop,4,120000.0
1142,2024-08-29,Hamza,Karachi,Mouse,2,8000.0
1143,2024-05-01,Fatima,Islamabad,Mouse,4,120000.0
1144,2024-03-11,Ahmed,Rawalpindi,Keyboard,2,2000.0
1145,2024-03-05,Ahmed,Lahore,Headphones,4,45000.0
1146,2024-06-10,Bilal,Multan,Keyboard,2,45000.0
1147,2025-01-26,Ahmed,Islamabad,Headphones,5,5000.0
1148,2024-09-05,Ali,Karachi,Laptop,5,8000.0
1149,2024-09-15,Sara,Islamabad,Headphones,1,45000.0
1150,2024-04-05,Ahmed,Rawalpindi,Headphones,5,2000.0
1151,2024-03-27,Sara,Multan,Mouse,5,45000.0
1152,2024-04-05,Sara,Karachi,Mouse,2,2000.0
1153,2024-05-22,Hina,Multan,Keyboard,5,2000.0
1154,2024-08-03,Bilal,Multan,Headphones,4,2000.0
1155,2024-03-24,Ahmed,Karachi,Monitor,5,120000.0
1156,2024-08-21,Hina,Faisalabad,Laptop,5,
1157,2024-05-11,Ayesha,Rawalpindi,Keyboard,3,8000.0
1158,2024-06-05,Hamza,Lahore,Printer,3,15000.0
1159,2025-01-12,Ayesha ,Islamabad,Keyboard,3,120000.0
1160,2024-11-07,Ali,Multan,Headphones,1,15000.0
1161,2024-03-01,Ayesha,Faisalabad,Keyboard,2,45000.0
1162,2024-09-29,Sara,Faisalabad,Printer,5,15000.0
1163,2025-01-07,Bilal,Multan,Headphones,3,2000.0
1164,2024-01-14,Ahmed,Karachi,Headphones,2,8000.0
1165,2024-08-14,Sara,Faisalabad,Mouse,3,15000.0
1166,2024-07-15,Ali,Lahore,Mouse,1,15000.0
1167,2024-07-24,Ahmed,Faisalabad,Headphones,1,8000.0
1168,2024-05-23,Fatima,Lahore,Monitor,2,15000.0
1169,2024-07-23,Ahmed,Karachi,Monitor,2,45000.0
1170,2024-01-29,Ayesha,Faisalabad,Monitor,1,2000.0
1171,2024-11-10,Ali,Islamabad,Headphones,1,8000.0
1172,2024-08-28,Ahmed,Lahore,Laptop,1,8000.0
1173,2024-08-01,Zain,Faisalabad,Printer,2,5000.0
1174,2024-06-25,Ali,Lahore,Keyboard,4,2000.0
1175,2024-04-04,Ayesha ,Lahore,Mouse,4,5000.0
1176,2024-05-26,Fatima,Rawalpindi,Printer,2,15000.0
1177,2024-06-22,Hamza,Rawalpindi,Mouse,1,45000.0
1178,2024-02-28,Sara,Rawalpindi,Mouse,5,2000.0
1179,2024-12-13,Fatima,Lahore,Printer,1,8000.0
1180,2024-07-15,Bilal,Rawalpindi,Mouse,5,15000.0
1181,2024-12-09,Hamza,Faisalabad,Headphones,4,8000.0
1182,2024-09-28,Hina,Multan,Monitor,2,8000.0
1183,2024-09-21,Hina,Islamabad,Printer,4,15000.0
1184,2025-01-24,Hina,Faisalabad,Mouse,1,8000.0
1185,2024-12-12,Ali,Karachi,Monitor,3,45000.0
1186,2024-11-10,Usman,Rawalpindi,Keyboard,2,8000.0
1187,2024-05-29,Ali,Islamabad,Keyboard,5,15000.0
1188,2024-01-19,Zain,Islamabad,Laptop,5,120000.0
1189,2024-04-08,Ali,Lahore,Headphones,5,8000.0
1190,2024-10-03,Hina,Multan,Mouse,2,45000.0
1191,2024-06-22,Ayesha,Lahore,Laptop,2,45000.0
1192,2024-12-17,Ahmed,Islamabad,Laptop,1,15000.0
1193,2024-07-01,Sara,Rawalpindi,Printer,4,45000.0
1194,2025-02-02,Hina,Rawalpindi,Keyboard,1,120000.0
1195,2024-07-20,Hamza,Multan,Laptop,3,2000.0
1196,2024-01-06,Ayesha,Multan,Laptop,4,15000.0
1197,2024-11-13,Usman,Lahore,Headphones,5,45000.0
1198,2024-10-30,Usman,Lahore,Printer,2,5000.0
1199,2024-05-22,Ayesha,Karachi,Monitor,5,120000.0
1200,2024-12-22,Sara,Karachi,Headphones,5,120000.0
1201,2024-04-19,Hina,Lahore,Printer,4,8000.0
1202,2024-02-08,Bilal,Multan,Mouse,4,2000.0
1203,2024-09-24,Zain,Faisalabad,Laptop,4,2000.0
1204,2024-04-08,Fatima,Rawalpindi,Headphones,2,5000.0
1205,2024-02-23,Ahmed,Rawalpindi,Keyboard,1,2000.0
1206,2024-02-03,Ayesha,Rawalpindi,Laptop,1,45000.0
1207,2025-01-28,Sara,Multan,Monitor,2,5000.0
1208,2024-11-05,Bilal,Islamabad,Mouse,3,15000.0
1209,2024-11-25,Zain,Karachi,Mouse,1,5000.0
1210,2025-01-01,Hina,Faisalabad,Mouse,1,5000.0
1211,2024-07-11,Sara,Karachi,Printer,4,15000.0
1212,2024-02-17,Fatima,Rawalpindi,Keyboard,1,8000.0
1213,2024-10-27,Zain,Islamabad,Monitor,5,5000.0
1214,2024-07-01,Ali,Karachi,Monitor,2,120000.0
1215,2024-02-10,Zain,Faisalabad,Keyboard,1,45000.0
1216,2024-10-23,Ahmed,Lahore,Monitor,3,15000.0
1217,2024-10-13,Usman,Multan,Keyboard,2,120000.0
1218,2024-01-17,Sara ,Multan,Mouse,4,5000.0
1219,2024-11-11,Ayesha,Rawalpindi,Mouse,2,15000.0
1220,2024-10-08,Hamza,Multan,Monitor,3,2000.0
1221,2024-02-13,Bilal,Rawalpindi,Laptop,1,5000.0
1222,2024-10-04,Bilal,Multan,Printer,1,45000.0
1223,2024-12-24,Ayesha,Lahore,Keyboard,1,8000.0
1224,2024-03-20,Ahmed,Multan,Headphones,5,5000.0
1225,2025-01-25,Ayesha,Rawalpindi,Laptop,1,15000.0
1226,2024-06-19,Sara,Multan,Mouse,3,120000.0
1227,2025-01-17,Ayesha,Lahore,Headphones,2,8000.0
1228,2024-11-21,Ahmed,Multan,Laptop,5,45000.0
1229,2024-03-25,Zain,Multan,Monitor,5,45000.0
1230,2024-08-14,Hina,Multan,Mouse,4,2000.0
1231,2024-09-01,Ayesha,Karachi,Mouse,1,15000.0
1232,2024-01-05,Usman,Multan,Mouse,5,8000.0
1233,2024-03-26,Ahmed,Multan,Mouse,1,120000.0
1234,2024-11-25,Ahmed,Multan,Monitor,5,5000.0
1235,2024-11-24,Hamza,Islamabad,Laptop,4,8000.0
1236,2024-07-10,Hina,Multan,Monitor,4,8000.0
1237,2024-05-12,Sara,Islamabad,Laptop,2,45000.0
1238,2024-06-22,Ali,Rawalpindi,Laptop,5,8000.0
1239,2024-03-16,Ayesha,Rawalpindi,Printer,2,2000.0
1240,2024-02-11,Zain,Faisalabad,Monitor,4,5000.0
1241,2024-12-01,Hina,Multan,Mouse,1,2000.0
1242,2024-07-04,Ahmed,Faisalabad,Keyboard,4,5000.0
1243,2024-01-02,Usman,Lahore,Keyboard,3,
1244,2024-12-18,Bilal,Rawalpindi,Monitor,4,8000.0
1245,2024-04-03,Ahmed,Rawalpindi,Laptop,3,45000.0
1246,2024-01-07,Zain ,Karachi,Printer,1,
1247,2024-04-25,Zain,Rawalpindi,Monitor,3,45000.0
1248,2025-01-05,Hamza,Lahore,Monitor,1,120000.0
1249,2024-03-23,Ayesha,Rawalpindi,Mouse,2,120000.0
1250,2024-09-29,Ahmed,Lahore,Monitor,2,5000.0
1251,2024-06-23,Sara,Islamabad,Printer,1,15000.0
1252,2024-07-25,Ahmed,Multan,Keyboard,4,15000.0
1253,2024-05-29,Sara,Multan,Laptop,4,2000.0
1254,2024-08-18,Hamza,Islamabad,Monitor,1,45000.0
1255,2024-11-03,Usman,Multan,Printer,2,5000.0
1256,2024-05-01,Usman,Karachi,Mouse,3,5000.0
1257,2024-12-02,Usman,Faisalabad,Laptop,4,120000.0
1258,2024-11-03,Usman,Faisalabad,Printer,1,45000.0
1259,2024-12-21,Bilal,Rawalpindi,Laptop,4,120000.0
1260,2024-07-18,Hamza,Faisalabad,Headphones,1,120000.0
1261,2024-02-06,Sara,Rawalpindi,Printer,5,120000.0
1262,2024-06-24,Zain,Lahore,Monitor,1,5000.0
1263,2024-11-25,Ahmed,Karachi,Headphones,3,45000.0
1264,2024-08-08,Usman,Faisalabad,Mouse,5,2000.0
1265,2024-09-23,Ayesha,Multan,Printer,2,5000.0
1266,2024-06-08,Ali,Lahore,Laptop,2,45000.0
1267,2024-04-10,Ali,Rawalpindi,Mouse,3,2000.0
1268,2024-12-09,Ali,Lahore,Laptop,1,8000.0
1269,2024-03-23,Bilal,Islamabad,Mouse,2,5000.0
1270,2024-01-16,Ayesha,Rawalpindi,Monitor,5,2000.0
1271,2024-09-21,Ahmed,Islamabad,Printer,2,15000.0
1272,2024-01-24,Sara ,Multan,Keyboard,5,45000.0
1273,2024-06-06,Fatima,Multan,Mouse,5,45000.0
1274,2024-06-14,Usman,Karachi,Laptop,3,2000.0
1275,2025-01-28,Bilal,Rawalpindi,Printer,3,15000.0
1276,2024-12-06,Sara,Islamabad,Keyboard,5,15000.0
1277,2024-01-11,Sara,Faisalabad,Laptop,1,2000.0
1278,2024-10-10,Hina,Faisalabad,Keyboard,1,120000.0
1279,2024-10-13,Ayesha,Lahore,Keyboard,3,15000.0
1280,2024-10-10,Zain ,Islamabad,Laptop,3,2000.0
1281,2024-06-12,Usman,Islamabad,Mouse,4,8000.0
1282,2024-07-21,Hamza,Rawalpindi,Headphones,2,2000.0
1283,2024-10-27,Zain,Karachi,Monitor,2,5000.0
1284,2025-02-03,Bilal,Rawalpindi,Keyboard,5,120000.0
1285,2024-01-09,Ayesha,Lahore,Printer,3,5000.0
1286,2024-11-20,Hamza,Karachi,Headphones,3,45000.0
1287,2025-01-05,Ali,Karachi,Laptop,3,2000.0
1288,2024-07-02,Ahmed,Rawalpindi,Headphones,2,45000.0
1289,2024-04-24,Hamza,Lahore,Laptop,5,8000.0
1290,2024-12-27,Bilal,Faisalabad,Printer,1,120000.0
1291,2024-11-26,Sara,Karachi,Monitor,4,15000.0
1292,2024-05-22,Ayesha,Karachi,Mouse,5,15000.0
1293,2025-01-18,Ayesha,Karachi,Laptop,2,15000.0
1294,2024-04-23,Ahmed,Faisalabad,Laptop,4,15000.0
1295,2024-10-06,Bilal,Faisalabad,Laptop,4,8000.0
1296,2024-03-19,Sara,Islamabad,Mouse,1,
1297,2025-01-01,Hina,Multan,Printer,2,8000.0
1298,2024-03-13,Hina,Faisalabad,Laptop,5,8000.0
1299,2024-12-22,Fatima,Karachi,Laptop,1,120000.0
1300,2024-07-09,Hina,Islamabad,Keyboard,1,15000.0
1301,2024-02-13,Hina,Faisalabad,Printer,5,45000.0
1302,2024-08-19,Fatima,Multan,Laptop,4,15000.0
1303,2024-05-28,Hamza,Faisalabad,Keyboard,2,2000.0
1304,2024-04-10,Ayesha,Islamabad,Mouse,5,8000.0
1305,2024-03-16,Zain,Rawalpindi,Printer,4,2000.0
1306,2024-03-10,Zain,Faisalabad,Mouse,4,8000.0
1307,2024-08-03,Hina,Multan,Laptop,4,5000.0
1308,2024-09-01,Ali,Rawalpindi,Printer,1,8000.0
1309,2024-11-26,Ahmed,Islamabad,Printer,3,15000.0
1310,2024-03-13,Ahmed,Lahore,Keyboard,1,15000.0
1311,2024-04-27,Ayesha,Lahore,Keyboard,3,2000.0
1312,2024-10-20,Ayesha,Lahore,Monitor,3,120000.0
1313,2024-09-29,Ali,Islamabad,Printer,5,8000.0
1314,2025-01-23,Fatima,Multan,Monitor,3,5000.0
1315,2024-03-06,Hina,Karachi,Headphones,3,8000.0
1316,2024-11-08,Ayesha,Rawalpindi,Headphones,3,15000.0
1317,2024-10-27,Ahmed,Lahore,Headphones,1,15000.0
1318,2024-04-07,Ahmed,Faisalabad,Keyboard,5,2000.0
1319,2024-03-08,Ali,Karachi,Printer,5,120000.0
1320,2024-12-12,Ayesha,Lahore,Headphones,5,120000.0
1321,2024-12-07,Sara,Multan,Monitor,5,5000.0
1322,2024-04-08,Ahmed,Faisalabad,Headphones,3,120000.0
1323,2024-02-13,Ali,Multan,Printer,2,5000.0
1324,2024-10-09,Ali,Rawalpindi,Keyboard,1,
1325,2024-04-29,Fatima,Islamabad,Laptop,1,8000.0
1326,2024-09-29,Usman,Lahore,Mouse,3,45000.0
1327,2024-04-28,Bilal,Karachi,Keyboard,5,8000.0
1328,2024-05-04,Bilal,Rawalpindi,Headphones,1,120000.0
1329,2024-10-31,Fatima,Islamabad,Laptop,2,15000.0
1330,2025-01-31,Fatima,Islamabad,Headphones,4,5000.0
1331,2024-07-14,Bilal,Lahore,Laptop,2,15000.0
1332,2024-08-25,Ayesha,Multan,Laptop,2,5000.0
1333,2024-09-09,Zain,Karachi,Printer,4,5000.0
1334,2024-03-03,Fatima,Faisalabad,Monitor,2,8000.0
1335,2024-07-15,Usman,Faisalabad,Headphones,2,45000.0
1336,2024-04-21,Ali,Lahore,Monitor,1,15000.0
1337,2024-05-25,Ahmed,Faisalabad,Headphones,4,2000.0
1338,2024-03-12,Hina,Faisalabad,Mouse,1,120000.0
1339,2024-01-26,Sara,Karachi,Keyboard,1,15000.0
1340,2024-12-17,Hamza,Lahore,Monitor,5,8000.0
1341,2024-04-03,Fatima,Faisalabad,Printer,4,120000.0
1342,2024-04-03,Hina,Islamabad,Mouse,1,2000.0
1343,2024-08-21,Sara,Karachi,Keyboard,4,5000.0
1344,2024-11-02,Bilal,Rawalpindi,Monitor,5,15000.0
1345,2024-08-09,Ali,Islamabad,Monitor,2,5000.0
1346,2024-11-04,Hamza,Karachi,Headphones,1,
1347,2024-10-03,Bilal ,Karachi,Printer,4,15000.0
1348,2024-12-25,Hina,Karachi,Printer,4,8000.0
1349,2024-06-14,Fatima,Rawalpindi,Keyboard,4,45000.0
1350,2024-10-21,Hina,Islamabad,Keyboard,2,8000.0
1351,2024-10-27,Ali,Lahore,Keyboard,3,15000.0
1352,2024-08-03,Hina,Multan,Headphones,2,15000.0
1353,2024-12-04,Hina,Lahore,Printer,2,8000.0
1354,2024-06-20,Ali,Karachi,Keyboard,3,120000.0
1355,2024-06-24,Hina,Multan,Laptop,1,45000.0
1356,2024-06-08,Ahmed,Multan,Laptop,3,120000.0
1357,2024-05-20,Ayesha,Faisalabad,Mouse,5,15000.0
1358,2024-04-14,Hamza,Multan,Monitor,3,
1359,2024-08-13,Ahmed ,Karachi,Printer,3,8000.0
1360,2024-06-21,Hamza,Faisalabad,Headphones,2,45000.0
1361,2024-09-09,Sara,Rawalpindi,Laptop,3,15000.0
1362,2024-10-28,Hina,Faisalabad,Monitor,2,2000.0
1363,2024-11-26,Zain,Islamabad,Mouse,2,2000.0
1364,2024-07-02,Ayesha,Islamabad,Monitor,2,45000.0
1365,2024-12-30,Sara,Rawalpindi,Keyboard,2,8000.0
1366,2024-06-20,Usman,Karachi,Laptop,4,15000.0
1367,2025-01-07,Bilal,Rawalpindi,Monitor,1,120000.0
1368,2024-07-17,Fatima,Multan,Printer,2,120000.0
1369,2024-04-11,Ahmed,Multan,Monitor,2,120000.0
1370,2024-03-03,Ayesha,Faisalabad,Monitor,2,5000.0
1371,2024-03-11,Fatima,Rawalpindi,Mouse,2,8000.0
1372,2024-01-25,Bilal,Lahore,Monitor,4,8000.0
1373,2025-01-30,Usman,Islamabad,Headphones,5,8000.0
1374,2024-03-19,Ayesha,Karachi,Mouse,3,8000.0
1375,2024-12-06,Hina,Rawalpindi,Mouse,4,45000.0
1376,2024-02-03,Sara,Faisalabad,Keyboard,1,8000.0
1377,2024-05-24,Zain ,Multan,Laptop,2,120000.0
1378,2024-11-13,Ayesha,Lahore,Keyboard,2,8000.0
1379,2024-05-08,Hina,Karachi,Monitor,1,45000.0
1380,2024-10-29,Ali,Faisalabad,Monitor,3,15000.0
1381,2024-07-12,Fatima,Lahore,Headphones,2,15000.0
1382,2024-10-10,Fatima,Islamabad,Mouse,4,2000.0
1383,2024-04-21,Zain,Karachi,Keyboard,3,15000.0
1384,2025-01-13,Sara,Multan,Monitor,3,120000.0
1385,2024-10-05,Ali,Rawalpindi,Printer,3,120000.0
1386,2024-04-09,Sara,Rawalpindi,Mouse,5,5000.0
1387,2024-09-18,Fatima,Lahore,Keyboard,3,2000.0
1388,2024-06-10,Ahmed,Islamabad,Laptop,2,5000.0
1389,2025-01-26,Ali,Karachi,Mouse,2,5000.0
1390,2024-10-24,Ayesha,Faisalabad,Keyboard,3,2000.0
1391,2024-11-07,Sara,Faisalabad,Headphones,1,45000.0
1392,2024-10-11,Fatima,Lahore,Mouse,4,15000.0
1393,2024-06-06,Fatima,Multan,Printer,3,8000.0
1394,2024-09-13,Hamza,Islamabad,Keyboard,4,2000.0
1395,2024-08-02,Hamza,Lahore,Headphones,2,15000.0
1396,2025-01-20,Usman,Islamabad,Monitor,1,15000.0
1397,2024-09-04,Bilal,Faisalabad,Keyboard,1,2000.0
1398,2024-03-25,Sara,Islamabad,Headphones,5,15000.0
1399,2024-03-28,Usman,Lahore,Laptop,5,45000.0
1400,2024-09-07,Hamza,Rawalpindi,Keyboard,1,15000.0
1401,2024-02-06,Sara,Multan,Keyboard,5,8000.0
1402,2024-08-01,Usman,Multan,Headphones,3,15000.0
1403,2024-08-02,Bilal,Lahore,Printer,3,120000.0
1404,2024-08-12,Sara,Islamabad,Keyboard,5,45000.0
1405,2024-03-14,Ali,Multan,Keyboard,4,120000.0
1406,2024-02-07,Sara,Multan,Mouse,5,45000.0
1407,2024-08-19,Usman,Lahore,Headphones,2,8000.0
1408,2024-11-27,Hamza,Islamabad,Printer,2,8000.0
1409,2024-07-15,Usman,Multan,Mouse,2,2000.0
1410,2024-02-04,Bilal,Lahore,Headphones,3,15000.0
1411,2024-11-30,Ayesha,Karachi,Headphones,1,45000.0
1412,2024-04-21,Hina,Lahore,Laptop,4,2000.0
1413,2024-08-30,Ayesha,Multan,Printer,1,120000.0
1414,2024-08-15,Sara,Faisalabad,Monitor,4,120000.0
1415,2024-01-31,Usman,Faisalabad,Keyboard,3,120000.0
1416,2024-05-22,Fatima,Islamabad,Printer,1,8000.0
1417,2024-06-20,Hina,Rawalpindi,Keyboard,1,2000.0
1418,2024-09-03,Usman,Faisalabad,Mouse,1,8000.0
1419,2024-08-11,Fatima,Karachi,Printer,5,5000.0
1420,2024-06-22,Ali,Multan,Laptop,3,45000.0
1421,2024-10-19,Bilal,Lahore,Laptop,5,45000.0
1422,2024-04-15,Usman,Multan,Printer,4,120000.0
1423,2024-04-19,Fatima,Faisalabad,Headphones,2,45000.0
1424,2024-07-04,Zain,Lahore,Keyboard,5,5000.0
1425,2024-08-30,Hamza,Lahore,Mouse,1,8000.0
1426,2024-05-13,Hamza,Karachi,Monitor,5,2000.0
1427,2024-04-22,Hina,Faisalabad,Monitor,2,120000.0
1428,2024-07-27,Hina,Islamabad,Mouse,5,8000.0
1429,2024-08-06,Sara,Faisalabad,Mouse,2,45000.0
