order_id,date,customer_name,city,product,quantity,price,total
1104,18/09/2024,Bilal,Islamabad,Mouse,2,120000,240000
1105,09/12/2024,Usman,Faisalabad,Mouse,3,120000,360000
1106,13/06/2024,Ahmed,Faisalabad,Mouse,1,15000,15000
1107,21/09/2024,Usman,Karachi,Laptop,2,120000,240000
1108,27/09/2024,Hamza,Lahore,Keyboard,2,15000,30000
1109,02/04/2024,Ayesha,Faisalabad,Monitor,2,15000,30000
1110,15/03/2024,Usman,Faisalabad,Laptop,2,15000,30000
1111,17/07/2024,Fatima,Multan,Headphones,2,45000,90000
1112,23/09/2024,Fatima,Multan,Printer,1,2000,2000
1113,03/02/2024,Hamza,Multan,Monitor,4,8000,32000
1114,24/01/2024,Hamza,Faisalabad,Mouse,4,120000,480000
1115,08/01/2025,Hina,Multan,Headphones,2,8000,16000
1116,20/05/2024,Hina,Islamabad,Headphones,3,5000,15000
1117,05/05/2024,Hina,Multan,Laptop,5,8000,40000
1118,11/07/2024,Sara,Islamabad,Printer,2,2000,4000
1119,01/07/2024,Bilal,Rawalpindi,Printer,2,5000,10000
1120,21/06/2024,Sara,Faisalabad,Keyboard,1,120000,120000
1121,26/04/2024,Ahmed,Multan,Laptop,1,2000,2000
1122,04/11/2024,Zain,Karachi,Mouse,3,5000,15000
1123,26/09/2024,Fatima,Rawalpindi,Printer,2,5000,10000
1124,20/10/2024,Ali,Lahore,Headphones,2,8000,16000
1125,21/02/2024,Ali,Islamabad,Monitor,3,2000,6000
1126,27/10/2024,Sara,Islamabad,Headphones,2,2000,4000
1127,12/01/2025,Ahmed,Faisalabad,Headphones,5,120000,600000
1128,13/10/2024,Sara,Multan,Monitor,2,120000,240000
1129,02/01/2025,Zain,Multan,Printer,3,8000,24000
1130,18/12/2024,Ayesha,Lahore,Monitor,4,45000,180000
1131,20/02/2024,Ayesha,Multan,Monitor,1,2000,2000
1132,24/02/2024,Zain,Karachi,Keyboard,3,8000,24000
1133,15/11/2024,Hina,Rawalpindi,Laptop,2,2000,4000
1134,15/10/2024,Sara,Multan,Monitor,2,45000,90000
1135,21/10/2024,Ayesha,Multan,Keyboard,1,15000,15000
1136,05/09/2024,Hamza,Multan,Monitor,4,8000,32000
1137,28/01/2024,Fatima,Lahore,Mouse,1,5000,5000
1138,05/07/2024,Hina,Islamabad,Keyboard,4,8000,32000
1139,23/11/2024,Ayesha,Lahore,Laptop,1,45000,45000
1140,23/10/2024,Sara,Rawalpindi,Headphones,4,120000,480000
1141,25/01/2024,Bilal,Multan,Laptop,4,120000,480000
1142,29/08/2024,Hamza,Karachi,Mouse,2,8000,16000
1143,01/05/2024,Fatima,Islamabad,Mouse,4,120000,480000
1144,11/03/2024,Ahmed,Rawalpindi,Keyboard,2,2000,4000
1145,05/03/2024,Ahmed,Lahore,Headphones,4,45000,180000
1146,10/06/2024,Bilal,Multan,Keyboard,2,45000,90000
1147,26/01/2025,Ahmed,Islamabad,Headphones,5,5000,25000
1148,05/09/2024,Ali,Karachi,Laptop,5,8000,40000
1149,15/09/2024,Sara,Islamabad,Headphones,1,45000,45000
1150,05/04/2024,Ahmed,Rawalpindi,Headphones,5,2000,10000
1151,27/03/2024,Sara,Multan,Mouse,5,45000,225000
1152,05/04/2024,Sara,Karachi,Mouse,2,2000,4000
1153,22/05/2024,Hina,Multan,Keyboard,5,2000,10000
1154,03/08/2024,Bilal,Multan,Headphones,4,2000,8000
1155,24/03/2024,Ahmed,Karachi,Monitor,5,120000,600000
1156,21/08/2024,Hina,Faisalabad,Laptop,5,33465.87537,167329.3769
1157,11/05/2024,Ayesha,Rawalpindi,Keyboard,3,8000,24000
1158,05/06/2024,Hamza,Lahore,Printer,3,15000,45000
1159,12/01/2025,Ayesha,Islamabad,Keyboard,3,120000,360000
1160,07/11/2024,Ali,Multan,Headphones,1,15000,15000
1161,01/03/2024,Ayesha,Faisalabad,Keyboard,2,45000,90000
1162,29/09/2024,Sara,Faisalabad,Printer,5,15000,75000
1163,07/01/2025,Bilal,Multan,Headphones,3,2000,6000
1164,14/01/2024,Ahmed,Karachi,Headphones,2,8000,16000
1165,14/08/2024,Sara,Faisalabad,Mouse,3,15000,45000
1166,15/07/2024,Ali,Lahore,Mouse,1,15000,15000
1167,24/07/2024,Ahmed,Faisalabad,Headphones,1,8000,8000
1168,23/05/2024,Fatima,Lahore,Monitor,2,15000,30000
1169,23/07/2024,Ahmed,Karachi,Monitor,2,45000,90000
1170,29/01/2024,Ayesha,Faisalabad,Monitor,1,2000,2000
1171,10/11/2024,Ali,Islamabad,Headphones,1,8000,8000
1172,28/08/2024,Ahmed,Lahore,Laptop,1,8000,8000
1173,01/08/2024,Zain,Faisalabad,Printer,2,5000,10000
1174,25/06/2024,Ali,Lahore,Keyboard,4,2000,8000
1175,04/04/2024,Ayesha,Lahore,Mouse,4,5000,20000
1176,26/05/2024,Fatima,Rawalpindi,Printer,2,15000,30000
1177,22/06/2024,Hamza,Rawalpindi,Mouse,1,45000,45000
1178,28/02/2024,Sara,Rawalpindi,Mouse,5,2000,10000
1179,13/12/2024,Fatima,Lahore,Printer,1,8000,8000
1180,15/07/2024,Bilal,Rawalpindi,Mouse,5,15000,75000
1181,09/12/2024,Hamza,Faisalabad,Headphones,4,8000,32000
1182,28/09/2024,Hina,Multan,Monitor,2,8000,16000
1183,21/09/2024,Hina,Islamabad,Printer,4,15000,60000
1184,24/01/2025,Hina,Faisalabad,Mouse,1,8000,8000
1185,12/12/2024,Ali,Karachi,Monitor,3,45000,135000
1186,10/11/2024,Usman,Rawalpindi,Keyboard,2,8000,16000
1187,29/05/2024,Ali,Islamabad,Keyboard,5,15000,75000
1188,19/01/2024,Zain,Islamabad,Laptop,5,120000,600000
1189,08/04/2024,Ali,Lahore,Headphones,5,8000,40000
1190,03/10/2024,Hina,Multan,Mouse,2,45000,90000
1191,22/06/2024,Ayesha,Lahore,Laptop,2,45000,90000
1192,17/12/2024,Ahmed,Islamabad,Laptop,1,15000,15000
1193,01/07/2024,Sara,Rawalpindi,Printer,4,45000,180000
1194,02/02/2025,Hina,Rawalpindi,Keyboard,1,120000,120000
1195,20/07/2024,Hamza,Multan,Laptop,3,2000,6000
1196,06/01/2024,Ayesha,Multan,Laptop,4,15000,60000
1197,13/11/2024,Usman,Lahore,Headphones,5,45000,225000
1198,30/10/2024,Usman,Lahore,Printer,2,5000,10000
1199,22/05/2024,Ayesha,Karachi,Monitor,5,120000,600000
1200,22/12/2024,Sara,Karachi,Headphones,5,120000,600000
1201,19/04/2024,Hina,Lahore,Printer,4,8000,32000
1202,08/02/2024,Bilal,Multan,Mouse,4,2000,8000
1203,24/09/2024,Zain,Faisalabad,Laptop,4,2000,8000
1204,08/04/2024,Fatima,Rawalpindi,Headphones,2,5000,10000
1205,23/02/2024,Ahmed,Rawalpindi,Keyboard,1,2000,2000
1206,03/02/2024,Ayesha,Rawalpindi,Laptop,1,45000,45000
1207,28/01/2025,Sara,Multan,Monitor,2,5000,10000
1208,05/11/2024,Bilal,Islamabad,Mouse,3,15000,45000
1209,25/11/2024,Zain,Karachi,Mouse,1,5000,5000
1210,01/01/2025,Hina,Faisalabad,Mouse,1,5000,5000
1211,11/07/2024,Sara,Karachi,Printer,4,15000,60000
1212,17/02/2024,Fatima,Rawalpindi,Keyboard,1,8000,8000
1213,27/10/2024,Zain,Islamabad,Monitor,5,5000,25000
1214,01/07/2024,Ali,Karachi,Monitor,2,120000,240000
1215,10/02/2024,Zain,Faisalabad,Keyboard,1,45000,45000
1216,23/10/2024,Ahmed,Lahore,Monitor,3,15000,45000
1217,13/10/2024,Usman,Multan,Keyboard,2,120000,240000
1218,17/01/2024,Sara,Multan,Mouse,4,5000,20000
1219,11/11/2024,Ayesha,Rawalpindi,Mouse,2,15000,30000
1220,08/10/2024,Hamza,Multan,Monitor,3,2000,6000
1221,13/02/2024,Bilal,Rawalpindi,Laptop,1,5000,5000
1222,04/10/2024,Bilal,Multan,Printer,1,45000,45000
1223,24/12/2024,Ayesha,Lahore,Keyboard,1,8000,8000
1224,20/03/2024,Ahmed,Multan,Headphones,5,5000,25000
1225,25/01/2025,Ayesha,Rawalpindi,Laptop,1,15000,15000
1226,19/06/2024,Sara,Multan,Mouse,3,120000,360000
1227,17/01/2025,Ayesha,Lahore,Headphones,2,8000,16000
1228,21/11/2024,Ahmed,Multan,Laptop,5,45000,225000
1229,25/03/2024,Zain,Multan,Monitor,5,45000,225000
1230,14/08/2024,Hina,Multan,Mouse,4,2000,8000
1231,01/09/2024,Ayesha,Karachi,Mouse,1,15000,15000
1232,05/01/2024,Usman,Multan,Mouse,5,8000,40000
1233,26/03/2024,Ahmed,Multan,Mouse,1,120000,120000
1234,25/11/2024,Ahmed,Multan,Monitor,5,5000,25000
1235,24/11/2024,Hamza,Islamabad,Laptop,4,8000,32000
1236,10/07/2024,Hina,Multan,Monitor,4,8000,32000
1237,12/05/2024,Sara,Islamabad,Laptop,2,45000,90000
1238,22/06/2024,Ali,Rawalpindi,Laptop,5,8000,40000
1239,16/03/2024,Ayesha,Rawalpindi,Printer,2,2000,4000
1240,11/02/2024,Zain,Faisalabad,Monitor,4,5000,20000
1241,01/12/2024,Hina,Multan,Mouse,1,2000,2000
1242,04/07/2024,Ahmed,Faisalabad,Keyboard,4,5000,20000
1243,02/01/2024,Usman,Lahore,Keyboard,3,34197.11237,102591.3371
1244,18/12/2024,Bilal,Rawalpindi,Monitor,4,8000,32000
1245,03/04/2024,Ahmed,Rawalpindi,Laptop,3,45000,135000
1246,07/01/2024,Zain,Karachi,Printer,1,33663.80368,33663.80368
1247,25/04/2024,Zain,Rawalpindi,Monitor,3,45000,135000
1248,05/01/2025,Hamza,Lahore,Monitor,1,120000,120000
1249,23/03/2024,Ayesha,Rawalpindi,Mouse,2,120000,240000
1250,29/09/2024,Ahmed,Lahore,Monitor,2,5000,10000
1251,23/06/2024,Sara,Islamabad,Printer,1,15000,15000
1252,25/07/2024,Ahmed,Multan,Keyboard,4,15000,60000
1253,29/05/2024,Sara,Multan,Laptop,4,2000,8000
1254,18/08/2024,Hamza,Islamabad,Monitor,1,45000,45000
1255,03/11/2024,Usman,Multan,Printer,2,5000,10000
1256,01/05/2024,Usman,Karachi,Mouse,3,5000,15000
1257,02/12/2024,Usman,Faisalabad,Laptop,4,120000,480000
1258,03/11/2024,Usman,Faisalabad,Printer,1,45000,45000
1259,21/12/2024,Bilal,Rawalpindi,Laptop,4,120000,480000
1260,18/07/2024,Hamza,Faisalabad,Headphones,1,120000,120000
1261,06/02/2024,Sara,Rawalpindi,Printer,5,120000,600000
1262,24/06/2024,Zain,Lahore,Monitor,1,5000,5000
1263,25/11/2024,Ahmed,Karachi,Headphones,3,45000,135000
1264,08/08/2024,Usman,Faisalabad,Mouse,5,2000,10000
1265,23/09/2024,Ayesha,Multan,Printer,2,5000,10000
1266,08/06/2024,Ali,Lahore,Laptop,2,45000,90000
1267,10/04/2024,Ali,Rawalpindi,Mouse,3,2000,6000
1268,09/12/2024,Ali,Lahore,Laptop,1,8000,8000
1269,23/03/2024,Bilal,Islamabad,Mouse,2,5000,10000
1270,16/01/2024,Ayesha,Rawalpindi,Monitor,5,2000,10000
1271,21/09/2024,Ahmed,Islamabad,Printer,2,15000,30000
1272,24/01/2024,Sara,Multan,Keyboard,5,45000,225000
1273,06/06/2024,Fatima,Multan,Mouse,5,45000,225000
1274,14/06/2024,Usman,Karachi,Laptop,3,2000,6000
1275,28/01/2025,Bilal,Rawalpindi,Printer,3,15000,45000
1276,06/12/2024,Sara,Islamabad,Keyboard,5,15000,75000
1277,11/01/2024,Sara,Faisalabad,Laptop,1,2000,2000
1278,10/10/2024,Hina,Faisalabad,Keyboard,1,120000,120000
1279,13/10/2024,Ayesha,Lahore,Keyboard,3,15000,45000
1280,10/10/2024,Zain,Islamabad,Laptop,3,2000,6000
1281,12/06/2024,Usman,Islamabad,Mouse,4,8000,32000
1282,21/07/2024,Hamza,Rawalpindi,Headphones,2,2000,4000
1283,27/10/2024,Zain,Karachi,Monitor,2,5000,10000
1284,03/02/2025,Bilal,Rawalpindi,Keyboard,5,120000,600000
1285,09/01/2024,Ayesha,Lahore,Printer,3,5000,15000
1286,20/11/2024,Hamza,Karachi,Headphones,3,45000,135000
1287,05/01/2025,Ali,Karachi,Laptop,3,2000,6000
1288,02/07/2024,Ahmed,Rawalpindi,Headphones,2,45000,90000
1289,24/04/2024,Hamza,Lahore,Laptop,5,8000,40000
1290,27/12/2024,Bilal,Faisalabad,Printer,1,120000,120000
1291,26/11/2024,Sara,Karachi,Monitor,4,15000,60000
1292,22/05/2024,Ayesha,Karachi,Mouse,5,15000,75000
1293,18/01/2025,Ayesha,Karachi,Laptop,2,15000,30000
1294,23/04/2024,Ahmed,Faisalabad,Laptop,4,15000,60000
1295,06/10/2024,Bilal,Faisalabad,Laptop,4,8000,32000
1296,19/03/2024,Sara,Islamabad,Mouse,1,32704.54545,32704.54545
1297,01/01/2025,Hina,Multan,Printer,2,8000,16000
1298,13/03/2024,Hina,Faisalabad,Laptop,5,8000,40000
1299,22/12/2024,Fatima,Karachi,Laptop,1,120000,120000
1300,09/07/2024,Hina,Islamabad,Keyboard,1,15000,15000
1301,13/02/2024,Hina,Faisalabad,Printer,5,45000,225000
1302,19/08/2024,Fatima,Multan,Laptop,4,15000,60000
1303,28/05/2024,Hamza,Faisalabad,Keyboard,2,2000,4000
1304,10/04/2024,Ayesha,Islamabad,Mouse,5,8000,40000
1305,16/03/2024,Zain,Rawalpindi,Printer,4,2000,8000
1306,10/03/2024,Zain,Faisalabad,Mouse,4,8000,32000
1307,03/08/2024,Hina,Multan,Laptop,4,5000,20000
1308,01/09/2024,Ali,Rawalpindi,Printer,1,8000,8000
1309,26/11/2024,Ahmed,Islamabad,Printer,3,15000,45000
1310,13/03/2024,Ahmed,Lahore,Keyboard,1,15000,15000
1311,27/04/2024,Ayesha,Lahore,Keyboard,3,2000,6000
1312,20/10/2024,Ayesha,Lahore,Monitor,3,120000,360000
1313,29/09/2024,Ali,Islamabad,Printer,5,8000,40000
1314,23/01/2025,Fatima,Multan,Monitor,3,5000,15000
1315,06/03/2024,Hina,Karachi,Headphones,3,8000,24000
1316,08/11/2024,Ayesha,Rawalpindi,Headphones,3,15000,45000
1317,27/10/2024,Ahmed,Lahore,Headphones,1,15000,15000
1318,07/04/2024,Ahmed,Faisalabad,Keyboard,5,2000,10000
1319,08/03/2024,Ali,Karachi,Printer,5,120000,600000
1320,12/12/2024,Ayesha,Lahore,Headphones,5,120000,600000
1321,07/12/2024,Sara,Multan,Monitor,5,5000,25000
1322,08/04/2024,Ahmed,Faisalabad,Headphones,3,120000,360000
1323,13/02/2024,Ali,Multan,Printer,2,5000,10000
1324,09/10/2024,Ali,Rawalpindi,Keyboard,1,34197.11237,34197.11237
1325,29/04/2024,Fatima,Islamabad,Laptop,1,8000,8000
1326,29/09/2024,Usman,Lahore,Mouse,3,45000,135000
1327,28/04/2024,Bilal,Karachi,Keyboard,5,8000,40000
1328,04/05/2024,Bilal,Rawalpindi,Headphones,1,120000,120000
1329,31/10/2024,Fatima,Islamabad,Laptop,2,15000,30000
1330,31/01/2025,Fatima,Islamabad,Headphones,4,5000,20000
1331,14/07/2024,Bilal,Lahore,Laptop,2,15000,30000
1332,25/08/2024,Ayesha,Multan,Laptop,2,5000,10000
1333,09/09/2024,Zain,Karachi,Printer,4,5000,20000
1334,03/03/2024,Fatima,Faisalabad,Monitor,2,8000,16000
1335,15/07/2024,Usman,Faisalabad,Headphones,2,45000,90000
1336,21/04/2024,Ali,Lahore,Monitor,1,15000,15000
1337,25/05/2024,Ahmed,Faisalabad,Headphones,4,2000,8000
1338,12/03/2024,Hina,Faisalabad,Mouse,1,120000,120000
1339,26/01/2024,Sara,Karachi,Keyboard,1,15000,15000
1340,17/12/2024,Hamza,Lahore,Monitor,5,8000,40000
1341,03/04/2024,Fatima,Faisalabad,Printer,4,120000,480000
1342,03/04/2024,Hina,Islamabad,Mouse,1,2000,2000
1343,21/08/2024,Sara,Karachi,Keyboard,4,5000,20000
1344,02/11/2024,Bilal,Rawalpindi,Monitor,5,15000,75000
1345,09/08/2024,Ali,Islamabad,Monitor,2,5000,10000
1346,04/11/2024,Hamza,Karachi,Headphones,1,33693.33333,33693.33333
1347,03/10/2024,Bilal,Karachi,Printer,4,15000,60000
1348,25/12/2024,Hina,Karachi,Printer,4,8000,32000
1349,14/06/2024,Fatima,Rawalpindi,Keyboard,4,45000,180000
1350,21/10/2024,Hina,Islamabad,Keyboard,2,8000,16000
1351,27/10/2024,Ali,Lahore,Keyboard,3,15000,45000
1352,03/08/2024,Hina,Multan,Headphones,2,15000,30000
1353,04/12/2024,Hina,Lahore,Printer,2,8000,16000
1354,20/06/2024,Ali,Karachi,Keyboard,3,120000,360000
1355,24/06/2024,Hina,Multan,Laptop,1,45000,45000
1356,08/06/2024,Ahmed,Multan,Laptop,3,120000,360000
1357,20/05/2024,Ayesha,Faisalabad,Mouse,5,15000,75000
1358,14/04/2024,Hamza,Multan,Monitor,3,33164.37537,99493.12612
1359,13/08/2024,Ahmed,Karachi,Printer,3,8000,24000
1360,21/06/2024,Hamza,Faisalabad,Headphones,2,45000,90000
1361,09/09/2024,Sara,Rawalpindi,Laptop,3,15000,45000
1362,28/10/2024,Hina,Faisalabad,Monitor,2,2000,4000
1363,26/11/2024,Zain,Islamabad,Mouse,2,2000,4000
1364,02/07/2024,Ayesha,Islamabad,Monitor,2,45000,90000
1365,30/12/2024,Sara,Rawalpindi,Keyboard,2,8000,16000
1366,20/06/2024,Usman,Karachi,Laptop,4,15000,60000
1367,07/01/2025,Bilal,Rawalpindi,Monitor,1,120000,120000
1368,17/07/2024,Fatima,Multan,Printer,2,120000,240000
1369,11/04/2024,Ahmed,Multan,Monitor,2,120000,240000
1370,03/03/2024,Ayesha,Faisalabad,Monitor,2,5000,10000
1371,11/03/2024,Fatima,Rawalpindi,Mouse,2,8000,16000
1372,25/01/2024,Bilal,Lahore,Monitor,4,8000,32000
1373,30/01/2025,Usman,Islamabad,Headphones,5,8000,40000
1374,19/03/2024,Ayesha,Karachi,Mouse,3,8000,24000
1375,06/12/2024,Hina,Rawalpindi,Mouse,4,45000,180000
1376,03/02/2024,Sara,Faisalabad,Keyboard,1,8000,8000
1377,24/05/2024,Zain,Multan,Laptop,2,120000,240000
1378,13/11/2024,Ayesha,Lahore,Keyboard,2,8000,16000
1379,08/05/2024,Hina,Karachi,Monitor,1,45000,45000
1380,29/10/2024,Ali,Faisalabad,Monitor,3,15000,45000
1381,12/07/2024,Fatima,Lahore,Headphones,2,15000,30000
1382,10/10/2024,Fatima,Islamabad,Mouse,4,2000,8000
1383,21/04/2024,Zain,Karachi,Keyboard,3,15000,45000
1384,13/01/2025,Sara,Multan,Monitor,3,120000,360000
1385,05/10/2024,Ali,Rawalpindi,Printer,3,120000,360000
1386,09/04/2024,Sara,Rawalpindi,Mouse,5,5000,25000
1387,18/09/2024,Fatima,Lahore,Keyboard,3,2000,6000
1388,10/06/2024,Ahmed,Islamabad,Laptop,2,5000,10000
1389,26/01/2025,Ali,Karachi,Mouse,2,5000,10000
1390,24/10/2024,Ayesha,Faisalabad,Keyboard,3,2000,6000
1391,07/11/2024,Sara,Faisalabad,Headphones,1,45000,45000
1392,11/10/2024,Fatima,Lahore,Mouse,4,15000,60000
1393,06/06/2024,Fatima,Multan,Printer,3,8000,24000
1394,13/09/2024,Hamza,Islamabad,Keyboard,4,2000,8000
1395,02/08/2024,Hamza,Lahore,Headphones,2,15000,30000
1396,20/01/2025,Usman,Islamabad,Monitor,1,15000,15000
1397,04/09/2024,Bilal,Faisalabad,Keyboard,1,2000,2000
1398,25/03/2024,Sara,Islamabad,Headphones,5,15000,75000
1399,28/03/2024,Usman,Lahore,Laptop,5,45000,225000
1400,07/09/2024,Hamza,Rawalpindi,Keyboard,1,15000,15000
1401,06/02/2024,Sara,Multan,Keyboard,5,8000,40000
1402,01/08/2024,Usman,Multan,Headphones,3,15000,45000
1403,02/08/2024,Bilal,Lahore,Printer,3,120000,360000
1404,12/08/2024,Sara,Islamabad,Keyboard,5,45000,225000
1405,14/03/2024,Ali,Multan,Keyboard,4,120000,480000
1406,07/02/2024,Sara,Multan,Mouse,5,45000,225000
1407,19/08/2024,Usman,Lahore,Headphones,2,8000,16000
1408,27/11/2024,Hamza,Islamabad,Printer,2,8000,16000
1409,15/07/2024,Usman,Multan,Mouse,2,2000,4000
1410,04/02/2024,Bilal,Lahore,Headphones,3,15000,45000
1411,30/11/2024,Ayesha,Karachi,Headphones,1,45000,45000
1412,21/04/2024,Hina,Lahore,Laptop,4,2000,8000
1413,30/08/2024,Ayesha,Multan,Printer,1,120000,120000
